critical_temp,number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence
39.0,4,76.5177175,57.33370254,59.31009613,35.80899481,1.197273033,0.881671565,122.90607,38.38741868,44.28945853,53.37213423,787.05,1013.969263,734.2196242,942.7345276,1.313008024,0.752540039,772.0,752.7926346,314.5059658,353.5771109,151.75,103.4844193,131.3021966,83.54583004,1.275273991,1.053808538,171,53.4815864,65.57962717,66.3939689,4434.35725,2996.079567,674.4847514,52.56065225,0.99598278,0.706315474,8958.571,1714.138564,3402.856196,3600.608008,79.6075,112.7706657,48.47726468,102.1801309,1.096671769,0.776343867,135.97,81.91984419,54.37309692,40.993439,6.9055,3.775116147,3.479474849,1.021511679,1.088575342,0.861953538,12.878,1.821529745,4.599064117,4.629377026,112.006645,60.44871314,8.339818346,0.602509208,0.403693221,0.246409068,399.97342,56.64193841,166.7423511,138.0623251,2.25,2.279036827,2.213363839,2.239576707,1.368922361,0.993025342,1,1.141643059,0.433012702,0.44852567
39.0,5,74.23165,51.34840154,60.51522055,35.00994686,1.453747136,1.349571949,121.3276,20.41996916,39.44587456,44.21694032,816.36,1004.766924,771.8910221,938.9487892,1.552506364,0.933164703,810.6,695.17633,282.3952592,341.4974003,160.0,114.6576715,139.595299,89.79324547,1.501217585,1.396788949,205,37.37085582,69.92281459,79.24964219,4816.6858,2938.239023,1074.903488,66.75818012,1.322213067,0.933865145,8958.571,1968.083259,3084.729342,3610.949514,62.09,107.7228219,26.18682439,82.16889119,1.130427572,0.757402593,141.0,76.5612953,57.64474304,50.7800274,8.0144,5.195438705,4.549684585,1.333540691,1.384657053,1.123111437,12.878,2.793562066,4.438214668,5.590784207,111.005316,93.38359773,13.13117315,1.090477803,0.785623847,0.285286593,399.97342,87.8808587,150.6001991,163.3289408,2.2,2.077101002,2.168943542,2.063511095,1.594166699,1.247247375,1,1.051657672,0.4,0.266751641
39.6,7,107.2613643,67.814683,79.68245419,40.04574716,1.717598872,1.706407976,188.3839,18.45454667,69.83363458,67.09586829,765.7571429,1024.956,725.3414084,961.7469034,1.888632624,1.111471028,810.6,696.3906667,270.4555884,331.804195,168.4285714,114.88,152.6555436,90.41293768,1.871442799,1.720903669,205,32.44,59.66299917,77.58478545,6268.204143,3679.255467,1748.480395,74.33842713,1.593974265,1.467776741,13532.571,1262.4112,4833.83846,4768.501361,47.86,96.90646667,19.26951502,55.8417017,1.341654804,0.698114876,141.0,75.9742,53.8514255,58.84935936,6.821714286,4.0544,4.166173893,1.11920176,1.688377812,1.464442003,12.878,1.689733333,4.402669376,4.947893704,98.47522571,60.71550933,15.82393959,0.823249971,1.09558456,0.557649117,399.97342,53.31915733,138.8299577,134.4069828,2.285714286,2.1,2.245648524,2.082759488,1.927392126,1.489587006,1,1.053333333,0.451753951,0.3
40.0,5,57.0655,51.05650127,49.55346213,40.58124367,1.502076379,1.458711146,71.6206,16.30908101,24.40424284,29.40413683,843.5,919.1632911,804.3155209,862.2419855,1.560887551,1.341809797,764.1,399.7329114,269.1945839,322.7311846,141.6,128.8860759,126.1659559,107.2304551,1.515900328,1.467120038,171,41.01265823,57.59374966,69.3046818,4468.4858,3161.410646,1007.002054,234.8789774,1.323525921,1.375591792,7872.571,996.1842911,2800.377843,2912.383523,59.566,72.79873418,36.66842606,40.85244669,1.258675119,0.919491186,135.97,50.65696203,48.86481172,57.84814996,14.5044,10.24605063,6.88568788,3.072241524,1.308025403,1.384356519,27.478,3.424835443,9.896779145,9.913286382,39.005316,29.12368127,10.26399335,2.861678224,1.316844901,1.333536842,78.97342,9.990242785,25.76791542,26.26859907,3.4,2.886075949,3.129134645,2.654998833,1.529518949,1.585928547,3,0.35443038,1.356465997,1.272765769
41.0,5,74.23165,51.26259462,60.51522055,34.94444267,1.453747136,1.340976087,121.3276,20.52372308,39.44587456,44.19718501,816.36,1005.107385,771.8910221,939.2520842,1.552506364,0.925138991,810.6,698.6926154,282.3952592,341.6192952,160.0,114.5107692,139.595299,89.66788457,1.501217585,1.388063661,205,37.61230769,69.92281459,79.22527204,4816.6858,2935.661769,1074.903488,66.20326703,1.322213067,0.914670636,8958.571,1984.215154,3084.729342,3615.480902,62.09,108.0763077,26.18682439,83.10939551,1.130427572,0.757539232,141.0,76.71692308,57.64474304,50.49386566,8.0144,5.197230769,4.549684585,1.329806875,1.384657053,1.110139639,12.878,2.834307692,4.438214668,5.601365138,111.005316,93.81431231,13.13117315,1.084179079,0.785623847,0.271154159,399.97342,88.60107231,150.6001991,163.8597847,2.2,2.076923077,2.168943542,2.063362233,1.594166699,1.239143945,1,1.058461538,0.4,0.266469355
44.8,6,97.59856167,53.19953046,78.99301393,35.54783034,1.649722319,1.49285548,124.90825,18.95942077,46.64377414,46.85708583,707.2833333,1000.542308,664.6367279,932.541096,1.722606314,0.928102693,810.6,698.9523077,282.571085,346.2171175,183.3333333,114.6846154,161.8575135,89.72303485,1.701209363,1.489862061,205,35.12307692,70.29619873,79.57531842,4954.904833,3024.446385,1420.09794,67.2384039,1.559825982,0.990685561,8958.571,2066.922846,2803.477323,3686.980565,68.325,109.9076923,52.4955582,88.15392919,1.561933801,0.813241069,127.05,75.93846154,46.51315002,48.40709121,7.653666667,5.063384615,4.753003398,1.308599811,1.591223345,1.134999537,12.878,2.916923077,4.111925813,5.521230068,76.83776333,96.24508154,9.051151825,1.085042157,0.573322053,0.208201763,399.97342,92.29338,144.6413665,166.5155342,2.666666667,2.092307692,2.569796587,2.072514661,1.754105331,1.333459796,2,1.015384615,0.745355992,0.338461538
45.0,6,75.10240053,83.15185778,54.25947375,58.61876207,1.533755458,1.270724453,141.2506,47.50783881,52.46574978,57.77700084,1026.933333,939.0712074,967.1048777,884.445931,1.731284961,1.659408235,1085.8,263.3467492,364.8837882,332.9197212,119.3333333,137.1795666,100.4531365,113.9097473,1.640028535,1.370372956,191,69.53560372,65.03247052,74.33456261,4624.1875,4996.3413,418.7047492,518.0966256,1.37750567,1.216746544,7899.571,2446.025015,3363.112415,3436.680056,135.3166667,100.2603715,92.68281164,73.67169184,1.496314822,1.609239396,312.3,32.63157895,104.1074192,78.49823158,11.58033333,10.83733746,3.960839135,3.97867496,1.353210377,1.330076501,27.478,4.271826625,9.656363734,9.142808917,23.84238,23.59653375,2.139723371,2.669881389,0.976873973,1.03121416,78.97342,12.227387,30.1668885,28.88601669,3.333333333,3.151702786,2.853638528,2.882316667,1.65694655,1.625989372,5,0.866873065,1.699673171,1.316208274
46.0,5,72.942289,51.18179578,59.27173424,34.89883233,1.448003392,1.353412493,121.3276,20.31123268,39.81774444,44.17763274,786.82,1003.804462,744.8945997,937.7855029,1.551717339,0.930053983,810.6,696.5570769,279.2013854,342.2623913,162.0,114.6353846,141.5082766,89.74375652,1.503679049,1.408260092,205,36.81846154,69.52121978,79.27687204,5168.6858,2951.631,1123.331226,66.33599733,1.309618693,0.971130389,8958.571,1942.861308,3412.738535,3637.764297,74.83,108.4118462,55.68190733,85.81248269,1.375170975,0.794884192,127.05,75.828,49.27792203,49.69385613,9.7844,5.293230769,5.328768146,1.340857327,1.378821289,1.190527996,15.978,2.722153846,5.46601989,5.719377268,107.005316,92.24508154,12.66097872,1.075452864,0.755118631,0.287537799,399.97342,86.75491846,150.5737776,162.5086954,2.6,2.104615385,2.491461879,2.083260526,1.56495725,1.287596708,2,1.021538462,0.8,0.348372378
47.0,4,64.6322175,48.19886609,48.77579155,32.69215651,1.139875458,1.20683038,122.90607,19.87675508,46.05908282,45.06064699,797.15,1004.514923,747.369611,938.5771482,1.318126067,0.897926599,772.0,657.8944495,307.2644179,344.1280256,145.5,105.5459509,127.3829773,85.90622513,1.28460887,1.36823823,147,14.11737944,59.8101162,65.19573964,4164.35725,2843.449864,590.9709365,59.53332828,0.923184667,0.847683678,8958.571,1629.793085,3573.861106,3641.599494,78.9425,108.5179254,42.53412988,80.24936845,1.071189549,0.780912747,138.63,77.41064604,55.27163304,48.46805751,7.0405,4.443403094,3.536760671,1.194435408,1.09101614,1.093510855,12.878,2.262784349,4.636979701,5.063472113,153.256645,95.06182712,12.89427947,1.084673372,0.72616374,0.621974094,399.97342,72.77893722,162.9559785,155.2846812,2.25,2.171974522,2.213363839,2.144436575,1.368922361,1.206255212,1,0.891719745,0.433012702,0.377358299
50.0,5,74.23165,81.50915,60.51522055,68.28510554,1.453747136,1.191749662,121.3276,37.36828571,39.44587456,40.59032695,816.36,742.9514286,771.8910221,706.3573901,1.552506364,1.401093599,810.6,272.12,282.3952592,256.9847748,160.0,171.4857143,139.595299,153.1644694,1.501217585,1.254306875,205,68.22857143,69.92281459,67.94677389,4816.6858,5429.918429,1074.903488,1768.566829,1.322213067,0.961620681,8958.571,3583.795857,3084.729342,3234.52993,62.09,77.21714286,26.18682439,49.79572117,1.130427572,0.979327229,141.0,47.91714286,57.64474304,53.80750471,8.0144,9.396,4.549684585,6.12764443,1.384657053,1.077475049,12.878,5.208285714,4.438214668,4.331414681,111.005316,171.0037971,13.13117315,25.67989861,0.785623847,0.306658583,399.97342,159.9962029,150.6001991,187.8908917,2.2,2.142857143,2.168943542,2.119268045,1.594166699,1.407497846,1,0.742857143,0.4,0.349927106
50.0,6,95.57896667,61.0812,69.96801758,36.69399308,1.539283826,1.515041159,192.981,25.19218667,67.28784223,65.97315061,748.9333333,1007.072,713.7461689,947.3680462,1.738441384,1.059369988,764.1,684.4746667,261.3379655,331.6617673,163.6666667,106.5066667,146.4168886,86.60032277,1.706909053,1.714922753,185,19.38666667,61.83760093,66.98962573,5137.0715,3093.9888,1261.657383,66.54657149,1.433158939,1.247785754,9778.571,1303.237867,3858.717003,4055.517857,69.5,106.6745333,35.67446971,72.42815901,1.426418382,0.879187977,138.63,75.742,53.23519794,50.88605664,8.460333333,5.007733333,5.279584813,1.329764543,1.614744088,1.519857133,12.878,1.628266667,4.040161782,5.29405311,109.00443,71.774176,13.67831539,0.939699612,0.942696666,0.773841931,399.97342,53.31915733,147.2629203,137.8074552,2.666666667,2.426666667,2.492882872,2.284464588,1.71707598,1.444579468,3,0.986666667,1.105541597,1.022067621
50.4,4,76.4445625,52.48040717,59.35667247,35.90421785,1.199540745,1.286355522,121.3276,14.78886545,43.82335412,44.45575936,794.0,992.7815287,741.6293489,926.5600444,1.315004308,0.915102301,810.6,636.8261146,311.7434923,343.3208892,164.5,116.8694268,139.0005138,91.67083022,1.256700567,1.337239323,205,23.40764331,77.52580216,79.60938968,4235.85725,3055.841898,669.5565878,75.88907473,1.015407123,0.812675744,8958.571,2139.381032,3194.938946,3659.430556,77.2375,108.0015924,53.52796465,85.04050476,1.105182174,0.781271911,127.05,71.96656051,54.83075523,49.90236085,8.1805,5.426458599,4.035568999,1.423709932,1.112098197,1.038956216,12.878,3.013031847,4.948155288,5.6663175,108.756645,99.77502904,7.55238461,1.248869566,0.336261916,0.203067543,399.97342,95.52751873,168.3010468,168.3333192,2.25,2.079617834,2.213363839,2.065617957,1.368922361,1.219659235,1,0.805732484,0.433012702,0.270700637
60.0,5,74.23165,52.14817839,60.51522055,35.63781046,1.453747136,1.327641191,121.3276,21.19635647,39.44587456,44.3892753,816.36,996.9542587,771.8910221,930.912877,1.552506364,0.936928151,810.6,685.3301262,282.3952592,342.5277817,160.0,116.1963722,139.595299,91.09772018,1.501217585,1.377160164,205,38.89747634,69.92281459,79.50456856,4816.6858,3014.017801,1074.903488,72.97145962,1.322213067,0.893947138,8958.571,2055.524785,3084.729342,3636.236005,62.09,107.4876972,26.18682439,82.84042636,1.130427572,0.772528926,141.0,75.06033123,57.64474304,50.56856909,8.0144,5.336392744,4.549684585,1.393163893,1.384657053,1.093260933,12.878,2.954219243,4.438214668,5.626708449,111.005316,96.84365571,13.13117315,1.193940852,0.785623847,0.256354831,399.97342,91.78410454,150.6001991,165.8814448,2.2,2.078864353,2.168943542,2.064986986,1.594166699,1.245452385,1,1.039432177,0.4,0.269526932
61.38,4,76.4445625,52.33575607,59.35667247,35.78932867,1.199540745,1.287019623,121.3276,14.73022601,43.82335412,44.42672997,794.0,994.0516257,741.6293489,927.841902,1.315004308,0.912240482,810.6,639.507613,311.7434923,343.2303763,164.5,116.5963521,139.0005138,91.43595589,1.256700567,1.337564419,205,23.3148295,77.52580216,79.56919862,4235.85725,3043.730824,669.5565878,74.70314141,1.015407123,0.812689708,8958.571,2130.892491,3194.938946,3657.209193,77.2375,108.1383822,53.52796465,85.21474776,1.105182174,0.779129011,127.05,72.24623315,54.83075523,49.85049498,8.1805,5.405822363,4.035568999,1.413257834,1.112098197,1.039412676,12.878,3.0002046,4.948155288,5.664522953,108.756645,99.37951577,7.55238461,1.22995033,0.336261916,0.203076741,399.97342,95.14863649,168.3010468,168.1161684,2.25,2.079302141,2.213363839,2.065353569,1.368922361,1.217626492,1,0.810467883,0.433012702,0.270209755
62.6,4,76.4445625,52.19224755,59.35667247,35.67571029,1.199540745,1.287674424,121.3276,14.67204976,43.82335412,44.3974454,794.0,995.3116904,741.6293489,929.1153869,1.315004308,0.909396364,810.6,642.1679305,311.7434923,343.1359092,164.5,116.3254344,139.0005138,91.20353147,1.256700567,1.337878788,205,23.22274882,77.52580216,79.5283784,4235.85725,3031.715414,669.5565878,73.54489021,1.015407123,0.812703657,8958.571,2122.471,3194.938946,3654.964384,77.2375,108.2740916,53.52796465,85.38796723,1.105182174,0.776996228,127.05,72.52369668,54.83075523,49.79861411,8.1805,5.385349131,4.035568999,1.402964124,1.112098197,1.039867782,12.878,2.987478673,4.948155288,5.662667704,108.756645,98.9871266,7.55238461,1.211463769,0.336261916,0.203085931,399.97342,94.77274701,168.3010468,167.8995346,2.25,2.078988942,2.213363839,2.065091304,1.368922361,1.215594946,1,0.815165877,0.433012702,0.269721502
63.1,5,85.99348,56.41405,65.72105999,36.44747921,1.402549972,1.381419742,141.2506,20.48286538,52.96152067,51.76880581,782.78,1002.155,739.8852266,935.2366312,1.550016651,0.921650918,810.6,698.295,281.9030571,344.1682515,167.0,116.2807692,144.9579558,90.41542911,1.499574146,1.407893389,205,37.12307692,72.8258196,81.4440937,5649.2858,3203.700231,1228.301453,69.20796504,1.33629327,1.018422966,8958.571,1963.538231,3389.844504,3840.47793,69.31,109.5534615,47.18235799,87.96972717,1.303671315,0.806491997,127.05,76.53230769,52.63016625,48.24928644,9.0244,5.150692308,5.027113246,1.324307723,1.388180651,1.146560492,13.578,2.752384615,4.876480436,5.554722743,101.605316,92.23354308,11.07086232,1.040535104,0.679486977,0.243289834,399.97342,87.67799538,151.702208,163.4045972,2.4,2.088461538,2.352158045,2.073038173,1.589026915,1.262734481,1,1.042307692,0.489897949,0.283964953
65.0,5,86.56316,91.06422357,66.37821263,73.83190714,1.406609219,1.236337901,141.2506,37.34971214,52.64855972,48.74557936,778.2,735.0457143,735.3662946,698.6483113,1.549413718,1.39377579,810.6,271.6757143,282.4360954,257.0198879,165.6,174.7,143.6330524,155.4738421,1.497912259,1.272457088,205,67.49642857,73.09062867,70.01017273,5856.0858,5970.104143,1258.988969,1930.496924,1.332628816,1.069540358,8958.571,3551.795857,3547.147095,3342.512808,88.57,83.30857143,68.8134171,60.54556517,1.43482831,1.171473375,127.05,43.88357143,47.39670453,50.20758691,9.7044,9.492071429,5.253497632,6.167886665,1.368499361,1.14247496,16.978,5.1615,5.667845926,4.474293144,104.005316,168.2145114,11.38844189,23.81530834,0.705353633,0.276634189,399.97342,158.5676314,151.4202575,188.4369439,2.2,2.142857143,2.168943542,2.119268045,1.594166699,1.416079621,1,0.728571429,0.4,0.349927106
67.0,4,76.4445625,52.2208585,59.35667247,35.69833329,1.199540745,1.287544203,121.3276,14.68364822,43.82335412,44.40332235,794.0,995.0604743,741.6293489,928.8613558,1.315004308,0.909963777,810.6,641.6375494,311.7434923,343.1551142,164.5,116.3794466,139.0005138,91.24982217,1.256700567,1.337816766,205,23.24110672,77.52580216,79.53659195,4235.85725,3034.110897,669.5565878,73.77436574,1.015407123,0.812700868,8958.571,2124.149972,3194.938946,3655.415188,77.2375,108.2470356,53.52796465,85.35340481,1.105182174,0.777421975,127.05,72.46837945,54.83075523,49.80899129,8.1805,5.38943083,4.035568999,1.405010355,1.112098197,1.039776869,12.878,2.99001581,4.948155288,5.663043536,108.756645,99.06535628,7.55238461,1.21512708,0.336261916,0.203084093,399.97342,94.84768719,168.3010468,167.9428198,2.25,2.079051383,2.213363839,2.065143588,1.368922361,1.216001152,1,0.814229249,0.433012702,0.269818943
68.3,9,56.51434889,91.26595454,27.24506408,62.56358787,1.700726991,1.240276644,207.97246,48.75140369,60.66442598,69.47018047,955.9666667,767.1773629,903.7344202,733.7031136,2.143140472,1.84689944,852.5,172.8053676,312.7292119,252.4799966,118.5555556,150.7374562,101.9899958,136.7517642,2.061088886,1.571127023,171,50.9428238,60.9865397,55.52631308,3591.418878,5260.926892,213.6207103,1422.937673,1.587605855,1.17239127,9779.9101,2282.378718,3730.53463,3940.123993,67.24444444,75.48903151,26.23740519,38.01165697,1.71119479,1.446784345,153.9,27.97957993,59.98238632,55.21251113,17.11444444,12.43332322,4.111509796,6.510710972,1.161344278,1.546552684,104.778,3.917292882,31.39484471,18.66490787,100.3592122,132.095394,7.11343424,20.74294859,1.42181982,0.919509858,399.97417,93.34865036,126.7724517,160.0227598,2.555555556,2.76546091,2.316387686,2.518616812,2.099856143,1.625778254,4,1.164527421,1.165343165,1.300685414
69.0,5,72.32465,50.81788702,58.63710174,34.63528021,1.44461203,1.37209725,121.3276,19.81495038,40.05351182,44.09822903,787.02,1006.276107,745.0910123,940.3365355,1.551741321,0.937356075,810.6,696.0345802,279.1810982,341.9326746,162.8,114.2572519,142.2453388,89.39287375,1.504459863,1.432624416,205,35.41068702,69.42449136,79.2486391,4963.4858,2907.551595,1096.147284,64.25542606,1.318041665,1.010852822,8958.571,1866.462145,3206.849096,3600.277934,65.23,107.3069466,42.65503213,83.4615427,1.253393884,0.763152186,127.05,76.87832061,54.60631465,51.0214338,9.3044,5.226351145,5.160593357,1.320136998,1.390197361,1.22269866,13.578,2.609679389,4.963869201,5.664950765,102.805316,89.04723038,12.07793525,1.030570391,0.713636562,0.305346184,399.97342,83.34437267,151.0028713,160.0445582,2.4,2.096946565,2.352158045,2.080182499,1.589026915,1.28854275,1,1.022137405,0.489897949,0.295884992
70.5,4,92.2091,53.91981333,67.86910795,35.76808331,1.172280292,1.336413092,135.9646,9.777253333,55.30769533,48.58017152,776.875,1002.446667,720.0696658,936.8696507,1.306780302,0.872695459,810.6,663.86,322.7705871,341.0352081,169.25,113.4,142.015398,89.33404423,1.252397901,1.3346629,205,23.26666667,80.80338792,77.89634138,4428.85725,3207.695467,696.7508537,71.9975612,1.026621605,0.743783241,8958.571,2388.5712,3226.535754,3820.35338,82.3375,113.4666667,60.72149283,94.55779208,1.1640132,0.803975849,127.05,73.94,51.12571974,44.69409233,7.6555,5.2984,3.835299655,1.362400497,1.11155741,0.933317479,12.878,3.374933333,4.683016202,5.658201326,108.006645,110.014176,7.194554009,1.251478871,0.315454762,0.155025416,399.97342,106.6524907,168.7144476,174.9851845,2.25,2.066666667,2.213363839,2.054799318,1.368922361,1.181149585,1,0.866666667,0.433012702,0.249443826
71.5,6,78.67813333,59.214132,58.87964407,36.11995262,1.519881725,1.379154624,192.981,27.78959333,62.21945706,64.19622764,776.4166667,1005.885467,743.4838071,945.3950292,1.744651107,1.024842674,764.1,699.3078667,252.1289843,333.2241123,150.8333333,106.148,136.9470306,86.46576827,1.717239306,1.584033658,171,28.992,53.55189591,66.32910444,5132.5715,2951.9808,1260.937784,64.61174943,1.433220867,1.119981802,9778.571,1303.237867,3855.505519,3975.070835,63.78333333,105.3384,29.71513647,68.3700479,1.330262974,0.827930793,138.63,75.97706667,56.59671094,52.76651563,9.093666667,4.955333333,5.570740804,1.321967035,1.606155139,1.416349189,13.578,1.7108,4.503188562,5.254918619,120.3377633,71.986176,18.9993327,0.967062359,1.121858582,0.790681645,399.97342,52.785824,141.7997044,137.0578181,2.666666667,2.401333333,2.492882872,2.261119169,1.71707598,1.374194718,3,1.062666667,1.105541597,1.019933767
74.4,6,72.365775,51.29657612,60.85653949,34.96156366,1.655905539,1.357678381,121.3276,21.01887372,36.38316826,44.21093828,748.4833333,1001.995,710.7215564,935.246079,1.735456774,0.921558606,810.6,705.6947077,266.4583608,344.0097064,157.1666667,114.4586154,140.1087095,89.63401008,1.69880442,1.402151596,205,38.648,64.25318842,79.20979919,5292.5715,2922.746077,1481.423687,66.07377571,1.546325641,0.939231043,8958.571,1963.538231,3128.958494,3602.202814,75.475,108.2899538,55.21181968,85.38738162,1.543012781,0.783981305,127.05,76.52123077,50.85228404,50.02947463,9.252,5.185087692,5.425335008,1.326596593,1.561300663,1.13493785,16.978,2.840169231,5.463673367,5.608538557,92.50443,92.23262,14.30965942,1.065846171,0.905184274,0.244102303,399.97342,87.67799538,140.4709835,163.2959994,2.333333333,2.086615385,2.289428485,2.071486979,1.772139388,1.265729792,1,1.073230769,0.471404521,0.281270617
